נתוני מסחר - ניירות ערך,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
נכון ל- 04/09/2026
שם,סימול ,מס' ני''ע,סוג ני''ע,שער אחרון (באגורות),שינוי (%),מחזור (באלפי ש''ח) ,זמן עסקה אחרונה,שער בסיס,שער פתיחה,גבוה,נמוך,שינוי באגורות,מחזור עסקאות בלוק,זמן עסקת בלוק אחרונה,תשואה מתחילת החודש (%),תשואה מתחילת השנה (%),מספר עסקאות,מחזור ביחידות , שווי שוק (אלפי ש''ח),כמות מזערית לשלב הרציף,כמות מזערית עבור פקודות בלוק,סוג האקס,מקדם אקס,הון רשום למסחר,בורסת חו"ל,מועד אחרון ברשימה הראשית,תאריך השעייה,הצמדה,ריבית,מועד פדיון,מניית המרה,מניית המרה - מס' ני"ע,מניית המרה - ISIN,כמות אג"ח למניה אחת,שער מנית המרה,מועד המרה סופי,מדד/מט"ח יסודי,תאריך מדד/מט"ח יסודי,מחיר מימוש בסיסי (באגורות/מטבע),מחיר מימוש נוכחי (באגורות),סוג הצמדת תוספת מימוש,מועד מימוש אחרון,מס' מניות המתקבל מ-1 אופציה,מניית מימוש,שער מניית מימוש,תשואה שנתית לפדיון,מס' ימים לפדיון,ISIN,מספר מנפיק,מחזור מסחר חציוני 180 ימים,מחזור מסחר חציוני 30 ימים,אינדיקצייה לקיום עושה שוק
אבגול,אבגל,1100957, מניות,90.90,-0.76,3.89,סוף יום,91.60,91.60,91.00,88.90,-0.70,,סוף יום,-2.5,-32.0,10,4276,269839,540,1070000,,,296853097,,,,,,,,,,,,,,,,,,,,,,,,IL0011009573,1390
אבו מגורים,אבו,1175819, מניות,627.40,-0.13,67.15,סוף יום,628.20,628.20,628.20,610.00,-0.80,,סוף יום,0.7,-16.6,8,10703,392344,80,160000,,,62534904,,,,,,,,,,,,,,,,,,,,,,,,IL0011758195,1863
אבו מגורים אגחא,אבו.ק1,1231687,איגרות חוב,107.08,0.27,46.12,סוף יום,106.79,106.79,107.12,107.04,0.29,,סוף יום,0.9,4.9,3,43067,359940,4700,940000,,,336141413,,,,מדד המחירים לצרכן,3.74000,01/09/2028,,,,,,,107.20,15/07/2024,,,,,,,,,,IL0012316878,1863,32289.56500,81150.42000,לא
אבו מגורים אפ 1,אבו.א1,1234913, כתבי אופציה ,80.00,1.01,0.81,סוף יום,79.20,79.20,81.00,81.00,0.80,,סוף יום,-5.3,-13.9,1,1000,16560,80,590000,,,20700000,,,,,,,,,,,,,,,838.9360000 ,838.9360000,לא צמוד,11/01/2030,1.0000000,אבו מגורים,627.40,,,IL0012349135,1863
אבו מגורים אפ 2,אבו.א2,1234921, כתבי אופציה ,12.40,0.00,0.00,סוף יום,12.40,12.40,0.00,0.00,0.00,,סוף יום,0.0,-74.9,0,0,1283,80,520000,,,10350000,,,,,,,,,,,,,,,763.3920000 ,763.3920000,לא צמוד,12/01/2027,1.0000000,אבו מגורים,627.40,,,IL0012349218,1863
אבוג'ן,אבגן,1105055, מניות,170.60,3.58,84.27,סוף יום,164.70,172.00,173.10,167.50,5.90,,סוף יום,2.6,-43.2,44,49286,23177,300,600000,,,13585843,NASDAQ-CM,,,,,,,,,,,,,,,,,,,,,,,IL0011050551,1461
אביב בניה,אביב,444018, מניות,2123.00,-2.53,41.97,סוף יום,2178.00,2178.00,2178.00,2030.00,-55.00,,סוף יום,2.1,3.2,28,1979,281265,24,48000,,,13248470,,,,,,,,,,,,,,,,,,,,,,,,IL0004440181,444
אביב בניה אגח 7,אביב.ק7,1190453,איגרות חוב,104.46,0.10,36.29,סוף יום,104.36,104.36,104.47,104.36,0.10,,סוף יום,0.2,3.5,12,34739,117518,4800,960000,,,112500000,,,,לא צמוד,6.98696,15/09/2027,,,,,,,,,,,,,,,,,,IL0011904534,444,43597.89500,78030.04000,לא
אביב קב   אגח א,אבקב.ק1,1243732,איגרות חוב,100.72,-0.02,70.40,סוף יום,100.74,100.74,100.74,100.65,-0.02,,סוף יום,0.0,0.7,4,69897,251800,5000,990000,,,250000000,,,,לא צמוד,5.45000,31/12/2031,,,,,,,,,,,,,,,,,,IL0012437328,1969,140657.41500,75660.98500,לא
אביגם     אגח א,אבגם.ק1,1244490,איגרות חוב,100.82,0.78,272.70,סוף יום,100.04,100.04,100.84,100.15,0.78,,סוף יום,0.6,0.8,21,271909,167361,5000,1000000,,,166000000,,,,מדד המחירים לצרכן,3.54000,31/12/2031,,,,,,,104.80,15/06/2026,,,,,,,,,,IL0012444902,2555,38571.90500,38423.30000,לא
אביסרור,אביס,1245851, מניות,1016.00,-0.10,69.21,סוף יום,1017.00,1017.00,1033.00,1015.00,-1.00,,סוף יום,5.4,42.1,11,6779,3176901,52,100000,,,312687100,,,,,,,,,,,,,,,,,,,,,,,,IL0012458514,2573
אביסרור    אפ 1,אביס.א1,1245869, כתבי אופציה ,303.50,0.36,0.04,סוף יום,302.40,369.00,369.00,369.00,1.10,,סוף יום,-5.2,73.4,1,10,117699,52,160000,,,38780520,,,,,,,,,,,,,,,960.0000000 ,960.0000000,לא צמוד,02/08/2030,1.0000000,אביסרור,1016.00,,,IL0012458696,2573
אביעד פקדוןאגחא,אבפק.ק1,1209279,איגרות חוב,110.30,-0.05,15.59,סוף יום,110.35,110.35,110.35,110.30,-0.05,,סוף יום,0.0,2.8,3,14133,777939,4500,910000,,,705294000,,,,לא צמוד,,28/07/2032,,,,,,,,,,,,,,,,,,IL0012092792,2446,112739.29500,140884.97000,כן
אביעד פקדוןאגחב,אבפק.ק2,1214592,איגרות חוב,109.11,0.01,0.23,סוף יום,109.10,109.10,109.15,109.15,0.01,,סוף יום,0.0,2.8,2,213,842269,4600,920000,,,771945000,,,,לא צמוד,,30/06/2034,,,,,,,,,,,,,,,,,,IL0012145921,2446,130075.40500,108378.49500,כן
אביעד פקדוןאגחג,אבפק.ק3,1221399,איגרות חוב,106.98,0.00,0.12,סוף יום,106.98,106.98,107.03,107.03,0.00,,סוף יום,0.1,3.7,2,112,436774,4700,940000,,,408276000,,,,לא צמוד,,07/05/2035,,,,,,,,,,,,,,,,,,IL0012213992,2446,235158.71500,48531.50500,כן
אביעד פקדוןאגחד,אבפק.ק4,1228329,איגרות חוב,105.51,0.00,0.00,סוף יום,105.51,105.51,0.00,0.00,0.00,,סוף יום,0.1,3.6,0,0,844080,4700,950000,,,800000000,,,,לא צמוד,,03/09/2035,,,,,,,,,,,,,,,,,,IL0012283292,2446,156779.32000,157957.40000,כן
אביעד פקדוןאגחה,אבפק.ק5,1231406,איגרות חוב,103.84,0.00,0.18,סוף יום,103.84,103.84,103.84,103.84,0.00,,סוף יום,0.0,3.1,2,169,632489,4800,960000,,,609100000,,,,לא צמוד,,11/11/2035,,,,,,,,,,,,,,,,,,IL0012314063,2446,253238.55500,37094.15000,כן
אביעד פקדוןאגחו,אבפק.ק6,1236256,איגרות חוב,102.06,0.00,38.13,סוף יום,102.06,102.06,102.06,102.06,0.00,,סוף יום,-0.2,2.1,2,37359,1020600,4900,980000,,,1000000000,,,,לא צמוד,3.64000,10/02/2027,,,,,,,,,,,,,,,,,,IL0012362567,2446,0.00000,0.00000,לא
אביעד פקדוןאגחז,אבפק.ק7,1240605,איגרות חוב,101.79,0.04,126.80,סוף יום,101.75,101.75,101.82,101.76,0.04,,סוף יום,0.0,1.8,7,124557,916110,4900,980000,,,900000000,,,,לא צמוד,,06/05/2036,,,,,,,,,,,,,,,,,,IL0012406059,2446,101391.88000,42243.06000,לא
אביעד פקדוןאגחח,אבפק.ק8,1245273,איגרות חוב,100.89,0.05,50.45,סוף יום,100.84,100.84,100.90,100.89,0.05,,סוף יום,0.2,0.9,2,50000,832730,5000,990000,,,825384000,,,,לא צמוד,,28/07/2036,,,,,,,,,,,,,,,,,,IL0012452731,2446,63065.13000,45994.37000,לא
אברא,אברא,1101666, מניות,382.30,-0.68,107.53,סוף יום,384.90,399.00,399.00,377.00,-2.60,,סוף יום,-3.4,-17.7,35,28086,447625,130,250000,,,117087389,,,,,,,,,,,,,,,,,,,,,,,,IL0011016669,1397
אברבוך,אברבך,675017, מניות,1190.00,-1.41,10.70,סוף יום,1207.00,1207.00,1207.00,1190.00,-17.00,,סוף יום,-1.9,-11.6,2,899,100207,41,82000,,,8420792,,,,,,,,,,,,,,,,,,,,,,,,IL0006750173,675
אברות,אברות,297010, מניות,57.50,0.00,0.00,סוף יום,57.50,57.50,0.00,0.00,0.00,,סוף יום,2.9,11.4,0,0,201361,890,1790000,,,350192360,,,,,,,,,,,,,,,,,,,,,,,,IL0002970106,297
אג'לן     אגח א,אגלן.ק1,1223239,איגרות חוב,100.66,0.21,160.61,סוף יום,100.45,100.45,100.74,100.45,0.21,,סוף יום,0.3,2.4,72,159532,573762,5000,1990000,,,570000000,,,,לא צמוד,5.92000,30/06/2028,,,,,,,,,,,,,,,,,,IL0012232398,2482,605166.84000,451954.36000,לא
אדגר,אדגר,1820083, מניות,392.10,0.46,427.04,סוף יום,390.30,390.30,398.80,389.40,1.80,,סוף יום,3.7,-13.7,133,108554,740793,130,260000,,,188929545,,,,,,,,,,,,,,,,,,,,,,,,IL0018200837,182
אדגר       אפ 9,אדגר.א9,1228931, כתבי אופציה ,20.30,0.00,0.00,סוף יום,20.30,20.30,0.00,0.00,0.00,,סוף יום,0.5,-60.1,0,0,1613,130,400000,,,7944420,,,,,,,,,,,,,,,652.9170000 ,652.9170000,לא צמוד,10/09/2027,1.0000000,אדגר,392.10,,,IL0012289315,182
אדגר      אגח י,אדגר.ק10,1820208,איגרות חוב,121.55,0.03,33.25,סוף יום,121.51,121.51,121.59,121.50,0.04,,סוף יום,0.2,4.0,60,27353,164998,4100,1650000,,,135745200,,,,מדד המחירים לצרכן,2.85000,01/09/2027,,,,,,,100.00,15/03/2018,,,,,,,,,,IL0018202080,182,589657.26000,742935.33000,לא
אדגר     אגח יא,אדגר.ק11,1820281,איגרות חוב,120.33,0.13,219.48,סוף יום,120.17,120.17,120.40,120.17,0.16,,סוף יום,0.2,4.0,78,182368,449794,4200,1670000,,,373800000,,,,מדד המחירים לצרכן,2.45000,31/03/2030,,,,,,,100.40,15/11/2020,,,,,,,,,,IL0018202817,182,442080.33000,569648.73000,לא
אדגר     אגח יב,אדגר.ק12,1820331,איגרות חוב,110.46,0.17,118.11,סוף יום,110.27,110.27,110.46,110.27,0.19,,סוף יום,0.4,3.9,81,106932,586819,4500,1820000,,,531250000,,,,מדד המחירים לצרכן,0.43000,31/03/2031,,,,,,,102.30,15/12/2021,,,,,,,,,,IL0018203310,182,739412.91500,588374.23500,לא
אדגר     אגח יג,אדגר.ק13,1207158,איגרות חוב,116.41,0.14,379.46,סוף יום,116.25,116.25,116.44,116.25,0.16,,סוף יום,0.4,4.9,82,326005,930937,4300,1720000,,,799705000,,,,מדד המחירים לצרכן,4.79000,05/04/2034,,,,,,,106.90,15/05/2024,,,,,,,,,,IL0012071580,182,2048162.07000,2182654.08500,לא
אדמה אגח ב,אדמה.ק2,1110915,איגרות חוב,160.73,-0.04,1068.12,סוף יום,160.80,160.80,161.03,160.69,-0.07,,סוף יום,0.8,5.3,122,664060,2827380,3100,1250000,,,1759086785,,,,מדד המחירים לצרכן,5.15000,30/11/2036,,,,,,,103.10,15/11/2006,,,,,,,,,,IL0011109159,1063,3435000.26000,2896080.38000,לא
או פי סי  אגח ב,אפסא.ק2,1166057,איגרות חוב,121.73,0.07,900.36,סוף יום,121.64,121.64,121.77,121.60,0.09,,סוף יום,0.2,3.5,141,739605,297916,4100,1650000,,,244735219,,,,מדד המחירים לצרכן,2.75000,01/10/2028,,,,,,,100.70,15/04/2020,,,,,,,,,,IL0011660573,1682,379506.55500,324925.86500,לא
או פי סי אנרגיה,אפסא,1141571, מניות,10120.00,4.75,27042.78,סוף יום,9661.00,9803.00,10180.00,9684.00,459.00,,סוף יום,1.8,35.7,2513,270830,31394527,5,20000,,,310222600,,,,,,,,,,,,,,,,,,,,,,,,IL0011415713,1682
או.אר.טי,ארטכ,1086230, מניות,790.00,0.00,0.00,סוף יום,790.00,790.00,0.00,0.00,0.00,,סוף יום,-1.5,2.2,0,0,35305,62,120000,,,4468996,,,,,,,,,,,,,,,,,,,,,,,,IL0010862303,1135
או.פי.סי  אגח ג,אפסא.ק3,1180355,איגרות חוב,96.06,0.02,115.19,סוף יום,96.04,96.04,96.18,96.04,0.02,,סוף יום,0.2,3.8,65,119912,506693,5200,2090000,,,527475540,,,,לא צמוד,2.50000,01/09/2030,,,,,,,,,,,,,,,,,,IL0011803553,1682,856888.88500,593907.99500,לא
או.פי.סי  אגח ד,אפסא.ק4,1203264,איגרות חוב,111.91,0.07,1189.38,סוף יום,111.83,111.83,111.99,111.83,0.08,,סוף יום,0.0,4.6,88,1062689,718282,4500,1790000,,,641838600,,,,לא צמוד,6.20000,25/09/2034,,,,,,,,,,,,,,,,,,IL0012032640,1682,1376768.77000,1375988.37500,לא
או.פי.סי  אגח ה,אפסא.ק5,1246214,איגרות חוב,99.51,0.02,593.93,סוף יום,99.49,99.49,99.54,99.47,0.02,,סוף יום,0.1,-0.5,32,596944,597060,5000,1010000,,,600000000,,,,לא צמוד,4.56000,25/08/2037,,,,,,,,,,,,,,,,,,IL0012462144,1682,2981100.47500,2981100.47500,כן
אוברסיז,אובר,1139617, מניות,594.30,-0.47,6.76,סוף יום,597.10,597.10,597.00,578.10,-2.80,,סוף יום,0.1,3.1,11,1137,328566,84,170000,,,55286235,,,,,,,,,,,,,,,,,,,,,,,,IL0011396178,1671
אודיוקודס,אודק,1082965, מניות,3072.00,0.79,614.95,סוף יום,3048.00,3048.00,3085.00,3048.00,24.00,,סוף יום,1.3,16.6,273,19994,741974,16,33000,,,24152794,NASDAQ GSM,,,,,,,,,,,,,,,,,,,,,,,IL0010829658,2134
אודיסייט,אודס,1239185, מניות,1124.00,-3.19,7.12,סוף יום,1161.00,1161.00,1139.00,1111.00,-37.00,,סוף יום,1.4,-45.9,10,634,227547,45,90000,,,20244405,NASDAQ-GM,,,,,,,,,,,,,,,,,,,,,,,US81063V2043,2543
אוטומקס,אמקס,1131697, מניות,10.80,0.00,0.00,סוף יום,10.80,,0.00,0.00,0.00,,סוף יום,0.0,0.0,0,0,11199,4600,5180000,,,103691969,,,18/09/2025,,,,,,,,,,,,,,,,,,,,,IL0011316978,2280
אוטומקס   אגח ג,אמקס.ק3,1221761,איגרות חוב,79.90,0.00,0.00,סוף יום,79.90,,0.00,0.00,0.00,,סוף יום,0.0,0.0,0,0,59408,6300,1250000,,,74353000,,,18/09/2025,לא צמוד,8.00000,31/12/2029,,,,,,,,,,,,,,,,,,IL0012217613,2280,0.00000,0.00000,לא
אוטונומוס,אגרד,1083419, מניות,828.90,1.09,8.56,סוף יום,820.00,820.00,838.20,826.40,8.90,,סוף יום,4.8,-31.8,7,1033,61079,63,130000,,,7368645,,,,,,,,,,,,,,,,,,,,,,,,IL0010834195,1082
אוטונומוס  אג 1,אגרד.ה1,1223031, איגרות חוב להמרה ,89.70,0.34,110.98,סוף יום,89.40,89.40,90.00,88.20,0.30,,סוף יום,-3.2,-0.1,5,123928,51042,540,540000,,,56902904,,,,לא צמוד,4.30000,31/12/2029,אוטונומוס,01083419,IL0010834195,17.0000000,828.90,21/12/2029,,,,,,,,,,,,IL0012230319,1082
אולטרייד,אול,1236967, מניות,3441.00,-0.35,2.37,סוף יום,3453.00,3453.00,3499.00,3432.00,-12.00,,סוף יום,8.4,33.6,3,69,601315,16,32000,,,17475000,,,,,,,,,,,,,,,,,,,,,,,,IL0012369679,2535
אולמד סולושנס,אלמד,1101450, מניות,30.40,0.00,0.00,סוף יום,30.40,30.40,0.00,0.00,0.00,,סוף יום,-4.1,-5.3,0,0,30779,1600,3150000,,,101245803,,,,,,,,,,,,,,,,,,,,,,,,IL0011014508,1393
אוסטרליה ישראל,אסיש,1080522, מניות,1301.00,0.00,1.30,סוף יום,1301.00,1301.00,1301.00,1301.00,0.00,,סוף יום,-5.8,-18.7,1,100,75148,36,72000,,,5776195,,,,,,,,,,,,,,,,,,,,,,,,IL0010805229,1001
אופל בלאנס,אופל,1094986, מניות,306.20,-1.45,48.03,סוף יום,310.70,304.00,317.00,303.90,-4.50,,סוף יום,-4.2,-9.4,24,15683,320303,160,310000,,,104605766,,,,,,,,,,,,,,,,,,,,,,,,IL0010949860,1287
אופל בלאנס אגחד,אופל.ק4,1220839,איגרות חוב,102.07,0.00,0.00,סוף יום,102.07,102.07,0.00,0.00,0.00,,סוף יום,0.1,3.8,0,0,67742,4900,980000,,,66368000,,,,לא צמוד,5.50000,30/06/2030,,,,,,,,,,,,,,,,,,IL0012208398,1287,14843.11500,21523.85500,לא
אופק השק  אגח א,אופק.ק1,1223908,איגרות חוב,84.00,0.00,0.00,סוף יום,84.00,84.00,0.00,0.00,0.00,,סוף יום,-0.6,-10.9,0,0,53760,5900,1180000,,,64000000,,,,לא צמוד,8.04000,30/06/2028,,,,,,,,,,,,,,,,,,IL0012239088,2488,16031.10000,46148.99500,לא
אופקו הלת',אפקו,1129543, מניות,487.00,-3.39,558.48,סוף יום,504.10,504.10,504.10,484.00,-17.10,,סוף יום,11.3,19.4,310,114182,3216681,110,230000,,,660509463,NASDAQ GSM,,,,,,,,,,,,,,,,,,,,,,,US68375N1037,1610
אורבניקה,ארבק,1220755, מניות,762.90,1.86,13.05,סוף יום,749.00,749.00,772.60,752.70,13.90,,סוף יום,4.5,-9.1,19,1711,1077829,69,140000,,,141280500,,,,,,,,,,,,,,,,,,,,,,,,IL0012207556,2381
אורד,אורד,1104496, מניות,187.20,0.75,48.46,סוף יום,185.80,187.80,189.90,187.00,1.40,,סוף יום,-3.9,31.5,16,25842,174669,260,510000,,,93305830,,,,,,,,,,,,,,,,,,,,,,,,IL0011044968,1451
אורה סמארט-ש,אורה-ש,1176619, מניות,720.00,-49.12,17.63,סוף יום,1415.00,1415.00,720.00,720.00,-695.00,,סוף יום,-2.7,-57.6,2,2448,7713,68,54000,,,1071236,,27/08/2023,,,,,,,,,,,,,,,,,,,,,,IL0011766198,1899
אורון קב  אגח ג,אורנ.ק3,1197763,איגרות חוב,106.41,0.08,99.11,סוף יום,106.33,106.33,106.45,106.33,0.08,,סוף יום,0.0,4.4,28,93134,294065,4700,1880000,,,276350998,,,,לא צמוד,8.00000,01/07/2029,,,,,,,,,,,,,,,,,,IL0011977639,1644,303707.00500,287638.81500,לא
אורון קבוצה,אורנ,1135706, מניות,3224.00,-2.15,868.47,סוף יום,3295.00,3295.00,3295.00,3183.00,-71.00,,סוף יום,2.0,133.6,229,26930,2308818,16,32000,,,71613468,,,,,,,,,,,,,,,,,,,,,,,,IL0011357063,1644
אוריון,ארנמ,1232750, מניות,181.10,0.44,265.52,סוף יום,180.30,180.30,182.80,178.40,0.80,,סוף יום,7.5,-34.8,41,146879,92600,300,590000,,,51131900,,,,,,,,,,,,,,,,,,,,,,,,IL0012327503,2518
אוריון     אפ 1,ארנמ.א1,1243153, כתבי אופציה ,17.30,0.00,0.00,סוף יום,17.30,17.30,0.00,0.00,0.00,,סוף יום,0.0,-31.9,0,0,3715,300,1070000,,,21473925,,,,,,,,,,,,,,,250.0000000 ,250.0000000,לא צמוד,08/06/2027,1.0000000,אוריון,181.10,,,IL0012431537,2518
אוריון     אפ 2,ארנמ.א2,1243161, כתבי אופציה ,19.80,0.00,0.00,סוף יום,19.80,19.80,0.00,0.00,0.00,,סוף יום,0.0,-43.4,0,0,4252,300,1070000,,,21473925,,,,,,,,,,,,,,,275.0000000 ,275.0000000,לא צמוד,08/06/2028,1.0000000,אוריון,181.10,,,IL0012431610,2518
אוריון נכס אגחא,ארנמ.ק1,1232768,איגרות חוב,104.45,0.26,109.83,סוף יום,104.18,104.18,104.70,104.18,0.27,,סוף יום,-0.5,5.7,15,105143,1232510,4800,950000,,,1180000000,,,,מדד המחירים לצרכן,4.38000,30/09/2029,,,,,,,104.10,15/11/2025,,,,,,,,,,IL0012327685,2518,293185.01500,169216.70000,לא
אוריון נכס אגחב,ארנמ.ק2,1232776,איגרות חוב,95.18,0.00,28.71,סוף יום,95.18,95.18,95.18,95.18,0.00,,סוף יום,0.0,11.9,7,30167,190360,5300,1050000,,,200000000,,,,לא צמוד,5.50000,30/06/2030,,,,,,,,,,,,,,,,,,IL0012327768,2518,30927.15500,18548.46000,לא
אוריין,אורן,1103506, מניות,2542.00,0.08,128.09,סוף יום,2540.00,2540.00,2550.00,2542.00,2.00,,סוף יום,3.8,-3.3,15,5039,457775,20,41000,,,18008461,,,,,,,,,,,,,,,,,,,,,,,,IL0011035065,1425
אוריין     אפ 1,אורן.א1,1234897, כתבי אופציה ,260.10,13.14,5.21,סוף יום,229.90,310.00,310.00,260.00,30.20,,סוף יום,33.4,-50.2,5,2003,3277,20,63000,,,1260000,,,,,,,,,,,,,,,3700.0000000 ,3700.0000000,לא צמוד,02/08/2028,1.0000000,אוריין,2542.00,,,IL0012348970,1425
אוריין    אגח ב,אורן.ק2,1143379,איגרות חוב,99.84,0.00,0.00,סוף יום,99.84,99.84,0.00,0.00,0.00,,סוף יום,0.0,1.7,0,0,21779,5000,1000000,,,21813750,,,,לא צמוד,3.25000,31/12/2026,,,,,,,,,,,,,,,,,,IL0011433799,1425,0.00000,0.00000,לא
אוריין    אגח ג,אורן.ק3,1234889,איגרות חוב,98.72,0.00,0.00,סוף יום,98.72,98.72,0.00,0.00,0.00,,סוף יום,-0.3,5.4,0,0,88848,5100,1010000,,,90000000,,,,לא צמוד,3.80000,31/03/2032,,,,,,,,,,,,,,,,,,IL0012348897,1425,5403.01500,0.00000,לא
אורמד פארמ,ארמד,1141324, מניות,1504.00,-0.33,50.18,סוף יום,1509.00,1509.00,1541.00,1442.00,-5.00,,סוף יום,0.7,76.0,16,3335,606698,33,67000,,,40338979,NASDAQ-CM,,,,,,,,,,,,,,,,,,,,,,,US68403P2039,1691
אורמת טכנו,ארמת,1134402, מניות,31940.00,1.04,16044.78,סוף יום,31610.00,31570.00,32280.00,31570.00,330.00,,סוף יום,4.0,-8.6,1694,50183,18065133,2,6500,,,56559590,NYSE,,,,,,,,,,,,,,,,,,,,,,,US6866881021,2250
אורשי אגח ה,ארשי.ק5,1209014,איגרות חוב,102.98,0.09,40.20,סוף יום,102.89,102.89,103.10,102.89,0.09,,סוף יום,0.1,3.0,55,39031,140386,4900,1940000,,,136323999,,,,לא צמוד,7.05055,31/12/2027,,,,,,,,,,,,,,,,,,IL0012090143,1696,164092.28000,94048.12500,לא
אזורים,אזרם,715011, מניות,1832.00,1.50,10945.21,סוף יום,1805.00,1779.00,1837.00,1779.00,27.00,,סוף יום,8.7,0.1,763,599678,4027266,30,59000,,,219828904,,,,,,,,,,,,,,,,,,,,,,,,IL0007150118,715
אזורים   אגח 13,אזרם.ק13,7150410,איגרות חוב,100.03,0.00,1.96,סוף יום,100.03,100.03,100.03,100.03,0.00,,סוף יום,0.1,3.2,9,1959,138784,5000,1000000,,,138742816,,,,לא צמוד,2.95000,31/12/2026,,,,,,,,,,,,,,,,,,IL0071504109,715,81360.01500,50307.59500,לא
